,index,num_series
0,32137,2141
1,33131,1563
2,34747,1488
3,78245,1390
4,34759,1333
5,33132,1328
6,33137,1308
7,78253,1282
8,78254,1238
9,33130,1170
10,34746,1150
11,33160,1108
12,32164,1107
13,33133,1068
14,33308,1027
15,33178,1007
16,33141,988
17,77845,963
18,33140,957
19,33304,955
20,33319,928
21,77008,900
22,33301,890
23,33955,888
24,77007,873
25,33981,855
26,33154,850
27,32218,841
28,32259,833
29,33139,813
30,77024,805
31,33647,771
32,32256,768
33,33974,757
34,33180,739
35,33947,720
36,33311,700
37,77004,692
38,33179,688
39,78260,686
40,28278,679
41,34135,670
42,33156,667
43,77055,664
44,77057,663
45,77009,662
46,32210,655
47,77018,648
48,33312,640
49,33019,625
50,33129,624
51,37209,622
52,78209,618
53,28078,617
54,33946,606
55,33313,603
56,33953,603
57,33954,603
58,79928,600
59,28205,595
60,78255,595
61,33972,594
62,33134,590
63,34758,587
64,34744,584
65,75219,575
66,33316,574
67,33138,574
68,77019,572
69,33321,569
70,79938,569
71,33149,569
72,77056,569
73,27703,567
74,75230,557
75,78261,556
76,77080,552
77,20002,550
78,33952,549
79,33157,549
80,77327,546
81,33322,536
82,33983,536
83,78258,529
84,33950,528
85,78738,525
86,33917,520
87,33143,520
88,44102,519
89,34481,517
90,33706,515
91,75206,515
92,76107,515
93,33971,512
94,77096,511
95,78244,503
96,34223,499
97,33982,492
98,76179,491
99,77044,490
100,75071,487
101,11201,487
102,34224,486
103,77077,485
104,34473,484
105,34472,482
106,20011,481
107,77407,479
108,32413,474
109,33708,472
110,33707,465
111,28215,462
112,37205,459
113,77079,459
114,37042,458
115,32208,456
116,11235,453
117,28277,451
118,76131,448
119,60611,446
120,33181,444
121,77025,440
122,33305,437
123,77084,437
124,77043,436
125,32824,434
126,75204,434
127,37221,433
128,32205,432
129,78737,432
130,28115,432
131,32209,430
132,77088,430
133,11234,430
134,34476,429
135,78045,428
136,37013,428
137,78252,427
138,77083,426
139,78734,425
140,77006,425
141,75208,424
142,37215,423
143,33914,423
144,33186,422
145,32207,420
146,33018,420
147,75209,419
148,33629,419
149,76126,414
150,32404,414
151,32836,413
152,77027,412
153,28269,411
154,77026,404
155,32827,403
156,28227,402
157,60014,401
158,32909,398
159,34741,397
160,32222,396
161,33176,396
162,33611,395
163,33610,394
164,89521,394
165,32244,394
166,32250,393
167,37405,393
168,92618,393
169,32832,392
170,37043,392
171,32226,392
172,80204,392
173,32408,391
174,78210,391
175,77021,391
176,33715,391
177,32224,387
178,33604,387
179,28226,387
180,10021,387
181,19146,386
182,44113,385
183,33615,384
184,33703,384
185,33324,383
186,37363,383
187,20019,382
188,20001,380
189,77091,378
190,34482,378
191,10023,378
192,28210,378
193,37211,376
194,33015,374
195,20009,374
196,77005,371
197,77406,370
198,33334,369
199,77042,369
200,32225,368
201,33145,366
202,32819,366
203,77035,366
204,33155,366
205,78046,365
206,33702,363
207,37208,363
208,60614,362
209,10011,362
210,32828,362
211,33401,361
212,76123,361
213,76108,358
214,20020,353
215,28214,352
216,44124,351
217,33142,351
218,75229,350
219,28216,349
220,78247,349
221,76244,349
222,30528,348
223,10022,348
224,37421,347
225,11229,347
226,78223,346
227,34134,346
228,33161,345
229,44121,344
230,33162,344
231,44120,343
232,30331,343
233,10019,343
234,28211,340
235,33317,340
236,77386,340
237,78504,340
238,75070,340
239,33125,339
240,44107,337
241,77573,337
242,28625,336
243,33705,335
244,37343,335
245,44125,334
246,32822,332
247,32211,332
248,32507,331
249,33701,331
250,27614,331
251,77339,331
252,32835,330
253,33177,329
254,33309,328
255,11209,327
256,78233,327
257,33331,326
258,80602,326
259,75214,325
260,75205,325
261,28411,322
262,89511,322
263,32833,322
264,44105,322
265,30318,320
266,75228,319
267,33147,318
268,77840,317
269,33712,316
270,34609,315
271,77069,315
272,10065,315
273,33325,314
274,33127,314
275,10014,313
276,78704,313
277,85340,312
278,34953,311
279,37206,310
280,10013,310
281,43130,308
282,11215,308
283,90069,307
284,75216,305
285,10003,305
286,32461,304
287,37207,304
288,33169,304
289,33027,303
290,78222,302
291,77095,302
292,33713,301
293,28104,301
294,33166,301
295,77063,300
296,30349,299
297,37128,298
298,43147,298
299,77584,297
300,33196,296
301,78257,295
302,11214,295
303,33904,295
304,10016,294
305,75248,293
306,44109,291
307,90046,290
308,33980,290
309,34748,290
310,77082,289
311,37379,289
312,78212,287
313,33710,286
314,34480,286
315,76114,285
316,32808,282
317,75225,282
318,10024,281
319,44128,281
320,33709,280
321,33976,280
322,10028,278
323,32821,278
324,28546,278
325,78230,277
326,33936,276
327,77354,275
328,78250,275
329,34432,275
330,33185,275
331,33315,274
332,32258,274
333,32246,274
334,60142,273
335,75243,273
336,32825,273
337,76109,272
338,33076,272
339,33012,272
340,27713,272
341,77022,272
342,27603,272
343,77070,272
344,33146,271
345,33625,271
346,78220,270
347,27028,270
348,33619,270
349,32216,270
350,33948,270
351,78665,270
352,37664,270
353,33617,269
354,78242,269
355,28208,268
356,77054,267
357,20010,267
358,28540,267
359,30328,266
360,77375,266
361,33704,266
362,33062,264
363,78202,264
364,27610,263
365,77003,263
366,33351,263
367,10128,263
368,34613,262
369,98682,261
370,76104,261
371,33605,261
372,92037,260
373,33327,260
374,44122,259
375,27519,259
376,33187,259
377,28601,259
378,11221,259
379,78249,258
380,98103,258
381,48205,258
382,77051,258
383,37415,257
384,77036,257
385,97229,257
386,19147,257
387,78221,257
388,32837,256
389,60657,256
390,32257,256
391,32738,255
392,30327,255
393,32217,255
394,98118,253
395,98110,251
396,11375,250
397,27707,249
398,44130,249
399,33165,249
400,77389,248
401,33711,248
402,77033,248
403,33150,247
404,78745,247
405,20007,247
406,60628,247
407,32206,247
408,37216,246
409,32219,246
410,98198,246
411,46203,245
412,78201,245
413,08701,245
414,32223,244
415,60098,244
416,75218,243
417,33016,243
418,44118,243
419,78218,242
420,37312,241
421,33603,239
422,76116,239
423,33624,239
424,27104,238
425,32806,238
426,77028,238
427,33326,238
428,60610,237
429,44139,237
430,33314,237
431,27701,236
432,32221,236
433,89135,236
434,11230,236
435,48224,236
436,33175,235
437,32818,234
438,37660,234
439,89506,234
440,11236,234
441,43110,233
442,33330,233
443,79705,232
444,33609,232
445,89121,231
446,33612,231
447,32407,230
448,11354,230
449,33323,230
450,32801,230
451,89148,229
452,33993,229
453,30305,229
454,32907,228
455,60619,228
456,85308,228
457,33021,227
458,11207,227
459,33618,227
460,37129,227
461,20018,226
462,77098,226
463,20016,225
464,77020,225
465,33170,223
466,48238,223
467,77016,223
468,28804,223
469,77059,223
470,34952,222
471,78239,221
472,78251,221
473,28025,221
474,28105,220
475,32725,220
476,48227,219
477,44111,219
478,89123,219
479,77089,219
480,32803,219
481,33172,219
482,30316,219
483,77030,218
484,33183,218
485,33614,218
486,11238,218
487,76542,217
488,33328,217
489,89141,217
490,75231,217
491,38127,217
492,32233,217
493,77336,216
494,32804,216
495,92101,215
496,89117,215
497,94533,215
498,28270,215
499,79912,214
500,33020,214
501,76137,214
502,11228,213
503,37138,213
504,37027,213
505,28027,213
506,28409,212
507,44138,212
508,98102,212
509,30309,212
510,33332,211
511,37076,211
512,80229,211
513,78232,210
514,34607,210
515,78702,208
516,33407,208
517,11220,208
518,93727,208
519,32908,208
520,75212,208
521,30315,207
522,38109,206
523,78228,206
524,34743,206
525,78701,206
526,33189,206
527,20008,205
528,89509,205
529,37040,205
530,30310,205
531,89149,205
532,28677,205
533,30319,204
534,19148,203
535,34608,203
536,80221,202
537,37377,202
538,60647,202
539,89110,202
540,33606,202
541,80022,202
542,77092,202
543,99208,201
544,77328,201
545,98121,201
546,33126,201
547,33025,201
548,33767,201
549,27105,201
550,89103,200
551,33607,200
552,46201,200
553,43062,200
554,11204,199
555,19121,199
556,98178,199
557,78213,199
558,89131,199
559,11208,199
560,10017,199
561,60620,198
562,33055,198
563,44134,198
564,34420,198
565,76110,198
566,48206,197
567,48228,197
568,98106,197
569,11210,197
570,10025,197
571,19103,196
572,28209,196
573,28306,196
574,28202,196
575,34986,195
576,33626,195
577,34470,195
578,44137,195
579,79707,194
580,33602,192
581,60618,192
582,30342,191
583,78237,191
584,44106,191
585,38117,191
586,10010,190
587,80211,190
588,89523,190
589,20003,190
590,33613,190
591,75234,189
592,32811,189
593,98144,189
594,78259,189
595,37214,189
596,11223,188
597,77023,188
598,75605,187
599,77382,187
600,98133,187
601,75220,187
602,60617,187
603,37416,187
604,28803,187
605,37218,187
606,11203,187
607,33714,186
608,33109,185
609,78240,185
610,32810,185
611,11211,184
612,78520,184
613,78744,184
614,37115,184
615,75215,184
616,33511,183
617,28273,183
618,89113,183
619,27615,183
620,44116,182
621,76133,182
622,30324,182
623,98115,181
624,89178,181
625,28806,181
626,10314,181
627,37922,180
628,32405,180
629,28314,179
630,80227,179
631,76177,179
632,89139,179
633,79932,179
634,93722,178
635,32254,178
636,75227,178
637,33801,178
638,77048,178
639,32277,178
640,90065,177
641,28412,177
642,10075,177
643,89108,176
644,75252,176
645,75201,176
646,78503,175
647,34788,175
648,76052,175
649,33810,175
650,77066,175
651,78721,175
652,33054,174
653,33616,174
654,32812,174
655,98155,174
656,19145,174
657,34491,174
658,37130,174
659,45202,173
660,11218,173
661,33065,173
662,60622,173
663,44135,172
664,79706,172
665,33135,172
666,37615,172
667,98122,172
668,77068,172
669,32839,171
670,89129,171
671,78748,170
672,32409,170
673,34471,170
674,89109,169
675,77034,169
676,98908,169
677,32608,169
678,60156,169
679,98126,169
680,89147,168
681,60643,168
682,78526,168
683,98042,168
684,19132,168
685,80123,168
686,53209,168
687,27613,168
688,77045,168
689,48204,167
690,19125,167
691,32179,167
692,78501,167
693,90068,167
694,76112,167
695,92648,166
696,33029,166
697,37323,165
698,33024,165
699,44108,165
700,75604,164
701,77072,164
702,11357,164
703,38111,164
704,27616,164
705,90210,164
706,32526,164
707,27455,163
708,32303,163
709,27106,163
710,10002,163
711,48221,162
712,97219,162
713,27107,162
714,94539,162
715,94534,162
716,60613,161
717,95687,161
718,37210,161
719,78217,161
720,37217,160
721,20037,159
722,34475,159
723,78746,159
724,75217,159
725,37203,159
726,34606,159
727,10027,158
728,98108,158
729,97086,158
730,78731,158
731,89122,158
732,90042,158
733,98125,157
734,27704,157
735,11226,157
736,78216,157
737,89115,156
738,85345,156
739,80012,156
740,37341,156
741,98168,156
742,77071,156
743,27705,155
744,89138,155
745,99337,155
746,38128,154
747,90026,154
748,75211,154
749,78256,154
750,78703,154
751,37601,154
752,37212,153
753,92620,153
754,90019,153
755,11233,152
756,76549,152
757,77041,152
758,75287,152
759,33991,152
760,77803,152
761,28387,152
762,78248,152
763,10463,151
764,78227,151
765,11355,151
766,8701,150
767,90032,150
768,32820,150
769,60634,150
770,76207,150
771,32312,150
772,19134,150
773,28405,149
774,98117,149
775,75069,149
776,19122,149
777,76182,149
778,48234,149
779,46202,149
780,33023,149
781,85382,148
782,98112,148
783,33069,148
784,37204,148
785,98270,148
786,10312,148
787,98109,147
788,75238,147
789,10012,146
790,98101,146
791,53217,146
792,19123,146
793,60605,146
794,33813,146
795,77385,146
796,75241,145
797,10001,145
798,60654,145
799,46218,145
800,98226,145
801,80023,144
802,10036,144
803,76135,144
804,46205,144
805,37404,144
806,28304,144
807,77058,143
808,77040,143
809,78723,143
810,17320,143
811,27265,143
812,98119,143
813,38104,143
814,77073,143
815,27712,143
816,77384,142
817,79927,142
818,77093,142
819,27612,142
820,98004,141
821,28203,141
822,48203,141
823,92612,141
824,79936,141
825,76102,140
826,27834,140
827,77047,140
828,27215,140
829,77090,140
830,37932,140
831,77074,140
832,30312,140
833,11217,140
834,10306,139
835,48219,139
836,76548,139
837,32514,139
838,37311,139
839,19128,139
840,78732,139
841,37918,138
842,98058,138
843,53212,138
844,77581,138
845,32805,138
846,33634,138
847,28773,138
848,89128,137
849,77064,137
850,19130,137
851,89134,137
852,78207,137
853,27604,137
854,11374,137
855,11372,137
856,33168,137
857,32401,137
858,33405,136
859,34983,136
860,19143,136
861,44129,136
862,98229,136
863,85383,136
864,75244,136
865,34474,135
866,33635,135
867,89156,135
868,27609,135
869,78521,135
870,11434,135
871,38120,135
872,19124,135
873,37411,135
874,33013,134
875,30339,134
876,46239,134
877,80220,134
878,28311,134
879,75224,133
880,11368,133
881,33909,133
882,34488,133
883,33990,133
884,76132,133
885,77002,133
886,44110,133
887,60638,132
888,60621,132
889,11216,132
890,80228,132
891,30344,131
892,80205,131
893,98146,131
894,75232,131
895,98404,131
896,20815,131
897,30314,130
898,11231,130
899,10301,130
900,80401,130
901,27858,130
902,30306,130
903,11356,130
904,28213,129
905,78266,129
906,44112,128
907,28052,128
908,89502,128
909,60637,128
910,99336,128
911,98686,128
912,99224,128
913,46208,128
914,33144,128
915,78264,128
916,11224,128
917,75063,128
918,78041,127
919,32668,127
920,77380,127
921,85301,127
922,77075,127
923,33193,127
924,92127,127
925,91342,127
926,30341,127
927,28212,127
928,76708,127
929,30308,126
930,11222,126
931,34269,126
932,33764,125
933,10305,125
934,33637,125
935,33060,125
936,19106,125
937,97209,125
938,48214,125
939,27606,125
940,46220,124
941,38114,124
942,60629,124
943,89107,124
944,78747,124
945,48223,124
946,10304,124
947,77713,123
948,60616,123
949,32234,123
950,89166,123
951,11377,123
952,92805,123
953,11373,123
954,38118,123
955,77062,123
956,46237,123
957,37072,122
958,98166,121
959,77049,121
960,33756,121
961,89044,121
962,76180,121
963,92649,121
964,78229,121
965,80206,121
966,60615,121
967,47201,121
968,10469,120
969,27617,120
970,27406,120
971,85326,120
972,76105,120
973,32503,120
974,60636,120
975,13905,120
976,28207,120
977,37075,119
978,80203,119
979,30311,119
980,60660,119
981,37406,119
982,85037,119
983,33306,119
984,33803,119
985,75203,118
986,11412,118
987,77015,118
988,28805,118
989,90015,118
990,37604,118
991,97217,118
992,94605,117
993,33184,117
994,98116,117
995,33071,117
996,10038,116
997,37127,116
998,77705,116
999,98208,116
1000,28303,116
1001,98199,116
1002,98006,115
1003,60601,115
1004,93711,115
1005,48236,115
1006,78204,115
1007,77061,115
1008,10007,114
1009,38106,114
1010,48207,114
1011,75043,114
1012,38103,114
1013,19131,114
1014,94538,114
1015,76119,114
1016,37122,114
1017,93730,113
1018,92646,113
1019,98104,113
1020,91604,113
1021,90077,113
1022,99338,113
1023,28401,113
1024,33884,113
1025,85338,112
1026,11101,112
1027,28056,112
1028,19140,112
1029,80209,112
1030,20032,112
1031,89120,112
1032,11432,112
1033,60641,112
1034,34610,112
1035,30736,112
1036,98177,111
1037,80210,111
1038,10471,111
1039,89118,111
1040,37064,111
1041,37934,111
1042,32829,111
1043,80214,111
1044,28262,111
1045,92602,111
1046,92130,111
1047,48235,111
1048,78724,111
1049,76210,111
1050,98203,111
1051,37920,111
1052,98662,110
1053,98685,110
1054,77381,110
1055,37931,110
1056,11385,110
1057,60625,110
1058,89183,110
1059,92109,110
1060,19144,110
1061,85355,110
1062,77706,110
1063,10466,109
1064,80233,109
1065,32506,109
1066,19139,109
1067,44119,109
1068,33921,109
1069,75052,109
1070,33412,109
1071,89503,109
1072,10026,108
1073,77345,108
1074,28312,108
1075,11219,108
1076,32301,108
1077,98107,108
1078,60609,108
1079,60623,108
1080,37135,108
1081,37419,108
1082,90006,108
1083,85083,107
1084,80226,107
1085,60651,107
1086,19133,107
1087,32220,107
1088,92807,106
1089,84103,106
1090,78735,106
1091,89144,106
1092,77590,106
1093,76502,106
1094,77802,106
1095,95834,106
1096,11205,106
1097,44146,106
1098,43113,106
1099,33763,105
1100,90011,105
1101,20017,105
1102,32826,105
1103,30307,105
1104,37408,105
1105,32807,105
1106,11360,105
1107,98031,105
1108,48202,105
1109,32204,104
1110,43068,104
1111,10005,104
1112,30350,104
1113,98661,104
1114,33056,104
1115,78705,104
1116,24210,104
1117,60608,104
1118,76111,104
1119,97202,104
1120,78219,104
1121,48213,104
1122,85302,104
1123,90049,104
1124,98059,104
1125,89130,103
1126,90018,103
1127,20024,103
1128,27607,103
1129,76120,103
1130,10069,103
1131,33010,103
1132,90004,103
1133,33881,103
1134,97201,103
1135,30317,102
1136,80241,102
1137,98136,102
1138,60640,102
1139,32905,102
1140,89119,102
1141,89104,102
1142,19119,102
1143,33173,102
1144,85381,101
1145,89142,101
1146,76706,101
1147,97206,101
1148,11367,101
1149,32817,101
1150,34479,101
1151,60630,101
1152,92103,101
1153,27410,100
1154,78754,100
1155,60642,100
1156,11435,100
1157,77029,100
1158,77099,100
1159,76712,100
1160,27262,100
1161,75703,99
1162,60624,99
1163,28403,99
1164,37919,99
1165,93720,99
1166,79701,99
1167,19104,99
1168,37917,99
1169,98407,99
1170,28801,99
1171,79911,98
1172,27513,98
1173,60653,98
1174,98903,98
1175,45208,98
1176,92603,98
1177,78725,97
1178,44142,97
1179,92704,97
1180,33811,97
1181,99205,97
1182,44145,97
1183,85335,97
1184,11249,97
1185,60639,97
1186,76208,97
1187,90048,97
1188,11232,96
1189,33014,96
1190,92154,96
1191,11358,96
1192,11364,96
1193,76134,96
1194,89169,95
1195,33067,95
1196,33755,95
1197,78681,95
1198,60607,95
1199,78741,95
1200,11225,95
1201,33809,95
1202,60649,95
1203,76118,94
1204,77014,94
1205,10465,94
1206,60612,94
1207,94591,94
1208,27127,94
1209,92801,94
1210,48837,94
1211,80238,94
1212,95838,94
1213,75254,94
1214,19120,94
1215,19138,94
1216,20036,93
1217,38112,93
1218,99223,93
1219,89145,93
1220,98422,93
1221,60632,93
1222,90024,92
1223,32113,92
1224,44131,92
1225,98105,92
1226,11361,92
1227,98498,92
1228,11369,92
1229,75040,91
1230,75235,91
1231,95125,91
1232,44133,91
1233,49058,91
1234,91364,91
1235,90291,91
1236,78224,91
1237,33973,90
1238,78211,90
1239,37412,90
1240,11421,90
1241,76140,90
1242,11420,90
1243,77094,90
1244,13903,90
1245,44460,89
1246,34987,89
1247,11414,89
1248,91042,89
1249,78203,89
1250,28021,89
1251,89519,89
1252,75038,89
1253,75072,89
1254,27260,89
1255,75602,88
1256,28054,88
1257,75601,88
1258,11413,88
1259,95688,88
1260,99207,88
1261,46219,88
1262,38138,88
1263,98409,88
1264,78757,88
1265,44126,87
1266,33174,87
1267,60644,87
1268,89101,87
1269,80033,87
1270,79109,87
1271,33064,87
1272,75080,87
1273,98012,87
1274,80202,87
1275,94109,87
1276,92703,86
1277,77591,86
1278,95829,86
1279,77065,86
1280,75044,86
1281,28602,86
1282,47448,86
1283,75223,86
1284,60626,86
1285,14701,86
1286,77011,86
1287,97236,86
1288,44104,86
1289,19111,85
1290,90063,85
1291,92128,85
1292,95835,85
1293,78717,85
1294,34604,85
1295,38116,85
1296,20012,84
1297,38018,84
1298,44144,84
1299,27217,84
1300,38119,84
1301,98445,84
1302,76036,84
1303,91206,84
1304,98188,84
1305,99217,84
1306,75048,84
1307,78043,84
1308,94105,84
1309,76262,83
1310,44143,83
1311,90022,83
1312,30338,82
1313,98056,82
1314,75236,82
1315,34288,82
1316,32309,82
1317,94536,82
1318,32607,82
1319,80215,82
1320,94608,82
1321,97224,82
1322,98901,82
1323,84121,82
1324,89508,82
1325,32686,81
1326,77017,81
1327,80219,81
1328,85310,81
1329,33409,81
1330,98902,81
1331,90272,81
1332,27608,81
1333,48212,81
1334,11433,81
1335,11212,81
1336,33167,81
1337,98312,80
1338,77032,80
1339,78753,80
1340,90036,80
1341,48239,80
1342,76705,80
1343,91316,80
1344,2127,80
1345,95818,80
1346,11436,80
1347,11362,80
1348,79934,80
1349,98499,80
1350,34984,79
1351,90027,79
1352,90017,79
1353,38016,79
1354,12206,79
1355,97211,79
1356,80014,79
1357,89102,79
1358,95823,79
1359,76148,78
1360,97230,78
1361,10473,78
1362,91367,78
1363,98032,78
1364,10280,78
1365,32202,78
1366,38122,78
1367,33411,78
1368,46234,78
1369,80465,77
1370,44127,77
1371,84108,77
1372,90039,77
1373,38125,77
1374,13205,77
1375,30354,77
1376,85303,77
1377,10309,76
1378,46240,76
1379,80260,76
1380,19464,76
1381,33136,76
1382,48220,76
1383,48201,76
1384,48846,76
1385,28206,76
1386,44117,76
1387,11379,76
1388,32809,76
1389,32501,76
1390,97239,76
1391,19151,76
1392,85379,76
1393,37938,76
1394,44103,76
1395,46259,75
1396,98387,75
1397,91105,75
1398,11213,75
1399,46227,75
1400,85396,75
1401,27013,75
1402,20743,75
1403,98021,75
1404,77539,75
1405,10029,75
1406,33805,75
1407,45230,75
1408,92118,74
1409,33158,74
1410,27103,74
1411,90037,74
1412,38107,74
1413,76106,74
1414,46236,74
1415,11691,74
1416,32311,74
1417,30741,74
1418,90016,73
1419,78231,73
1420,28301,73
1421,93705,73
1422,33026,73
1423,89106,73
1424,98201,73
1425,98684,73
1426,27405,72
1427,91601,72
1428,13365,72
1429,32308,72
1430,93704,72
1431,98271,72
1432,95822,72
1433,43076,72
1434,28134,72
1435,33761,72
1436,98444,71
1437,12208,71
1438,30506,71
1439,37914,71
1440,98034,71
1441,37086,71
1442,94110,71
1443,90044,71
1444,34287,70
1445,95123,70
1446,78751,70
1447,38135,70
1448,98512,70
1449,77039,70
1450,44114,70
1451,48813,70
1452,60652,70
1453,46241,70
1454,98374,70
1455,80601,70
1456,45255,70
1457,33073,69
1458,95820,69
1459,80247,69
1460,92804,69
1461,43105,69
1462,32305,69
1463,85304,69
1464,84106,69
1465,77078,69
1466,38139,69
1467,10461,69
1468,20814,69
1469,13901,69
1470,98030,68
1471,90031,68
1472,97203,68
1473,89146,68
1474,30326,68
1475,78214,68
1476,45226,68
1477,79424,68
1478,12205,68
1479,60631,68
1480,98033,68
1481,98204,68
1482,45242,68
1483,46226,68
1484,10467,68
1485,75013,68
1486,32310,68
1487,93726,68
1488,91352,67
1489,78739,67
1490,92336,67
1491,91335,67
1492,92614,67
1493,77053,67
1494,45231,67
1495,98516,67
1496,48215,67
1497,90029,67
1498,38115,67
1499,98665,67
1500,76710,67
1501,94621,67
1502,11419,67
1503,46260,66
1504,38108,66
1505,60473,66
1506,91356,66
1507,78733,66
1508,19149,66
1509,11365,66
1510,76103,66
1511,46217,66
1512,92705,66
1513,48225,66
1514,5478,66
1515,44408,65
1516,98008,65
1517,2128,65
